0.10 	 2.980144 
0.10 	 2.988556 
0.10 	 2.996992 
0.10 	 3.005451 
0.10 	 3.013935 
0.10 	 3.022443 
0.10 	 3.030974 
0.10 	 3.039530 
0.10 	 3.048109 
0.10 	 3.056714 
0.10 	 3.065342 
0.10 	 3.073995 
0.10 	 3.082672 
0.10 	 3.091373 
0.10 	 3.100100 
0.10 	 3.108850 
0.10 	 3.117626 
0.10 	 3.126426 
0.11 	 3.135252 
0.11 	 3.144102 
0.11 	 3.152977 
0.11 	 3.161877 
0.11 	 3.170802 
0.11 	 3.179753 
0.11 	 3.188729 
0.11 	 3.197730 
0.11 	 3.206757 
0.11 	 3.215809 
0.11 	 3.224886 
0.11 	 3.233990 
0.11 	 3.243119 
0.11 	 3.252273 
0.11 	 3.261454 
0.11 	 3.270661 
0.11 	 3.279893 
0.11 	 3.289152 
0.11 	 3.298437 
0.11 	 3.307748 
0.11 	 3.317085 
0.11 	 3.326449 
0.11 	 3.335839 
0.11 	 3.345256 
0.11 	 3.354699 
0.11 	 3.364169 
0.11 	 3.373666 
0.11 	 3.383189 
0.11 	 3.392740 
0.11 	 3.402317 
0.11 	 3.411921 
0.11 	 3.421553 
0.12 	 3.431212 
0.12 	 3.440898 
0.12 	 3.450611 
0.12 	 3.460352 
0.12 	 3.470121 
0.12 	 3.479916 
0.12 	 3.489740 
0.12 	 3.499592 
0.12 	 3.509471 
0.12 	 3.519378 
0.12 	 3.529313 
0.12 	 3.539276 
0.12 	 3.549267 
0.12 	 3.559287 
0.12 	 3.569335 
0.12 	 3.579411 
0.12 	 3.589516 
0.12 	 3.599649 
0.12 	 3.609811 
0.12 	 3.620001 
0.12 	 3.630221 
0.12 	 3.640469 
0.12 	 3.650746 
0.12 	 3.661052 
0.12 	 3.671388 
0.12 	 3.681752 
0.12 	 3.692146 
0.12 	 3.702569 
0.12 	 3.713022 
0.12 	 3.723504 
0.13 	 3.734016 
0.13 	 3.744557 
0.13 	 3.755128 
0.13 	 3.765729 
0.13 	 3.776360 
0.13 	 3.787021 
0.13 	 3.797712 
0.13 	 3.808434 
0.13 	 3.819185 
0.13 	 3.829967 
0.13 	 3.840780 
0.13 	 3.851623 
0.13 	 3.862497 
0.13 	 3.873401 
0.13 	 3.884336 
0.13 	 3.895302 
0.13 	 3.906299 
0.13 	 3.917327 
0.13 	 3.928387 
0.13 	 3.939477 
0.13 	 3.950599 
0.13 	 3.961752 
0.13 	 3.972937 
0.13 	 3.984153 
0.13 	 3.995402 
0.13 	 4.006681 
0.13 	 4.017993 
0.14 	 4.029337 
0.14 	 4.040712 
0.14 	 4.052120 
0.14 	 4.063560 
0.14 	 4.075033 
0.14 	 4.086538 
0.14 	 4.098075 
0.14 	 4.109645 
0.14 	 4.121247 
0.14 	 4.132883 
0.14 	 4.144551 
0.14 	 4.156252 
0.14 	 4.167986 
0.14 	 4.179754 
0.14 	 4.191554 
0.14 	 4.203388 
0.14 	 4.215256 
0.14 	 4.227157 
0.14 	 4.239091 
0.14 	 4.251060 
0.14 	 4.263062 
0.14 	 4.275098 
0.14 	 4.287168 
0.14 	 4.299272 
0.14 	 4.311410 
0.14 	 4.323583 
0.15 	 4.335790 
0.15 	 4.348031 
0.15 	 4.360308 
0.15 	 4.372618 
0.15 	 4.384964 
0.15 	 4.397344 
0.15 	 4.409760 
0.15 	 4.422210 
0.15 	 4.434696 
0.15 	 4.447217 
0.15 	 4.459773 
0.15 	 4.472365 
